Day,月日,季節,地域,一日パターン,00:00,06:00,09:00,12:00,15:00,18:00,21:00,備考
24,8/24,晩夏,ドワーフ洞窟,fog;14=cloudy,霧,霧,霧,霧,曇り,曇り,曇り,14:00から曇り
25,8/25,晩夏,ドワーフ洞窟,fog;11=cloudy,霧,霧,霧,曇り,曇り,曇り,曇り,11:00から曇り
26,8/26,晩夏,ドワーフ洞窟,cloudy;18=rain;23=cloudy,曇り,曇り,曇り,曇り,曇り,雨,雨,18:00から雨・23:00から曇り
27,8/27,晩夏,ドワーフ洞窟,cloudy;16=rain;23=cloudy,曇り,曇り,曇り,曇り,曇り,雨,雨,16:00から雨・23:00から曇り
28,8/28,晩夏,ドワーフ洞窟,cloudy;19=fog,曇り,曇り,曇り,曇り,曇り,曇り,霧,19:00から霧
29,8/29,晩夏,ドワーフ洞窟,fog;13=clear,霧,霧,霧,霧,晴れ,晴れ,晴れ,13:00から晴れ
30,8/30,晩夏,ドワーフ洞窟,fog;10=clear,霧,霧,霧,晴れ,晴れ,晴れ,晴れ,10:00から晴れ
31,8/31,晩夏,ドワーフ洞窟,cloudy;12=clear,曇り,曇り,曇り,晴れ,晴れ,晴れ,晴れ,12:00から晴れ
32,9/1,晩夏,ドワーフ洞窟,cloudy;16=rain;23=cloudy,曇り,曇り,曇り,曇り,曇り,雨,雨,16:00から雨・23:00から曇り
33,9/2,晩夏,ドワーフ洞窟,cloudy,曇り,曇り,曇り,曇り,曇り,曇り,曇り,終日変化なし
34,9/3,晩夏,ドワーフ洞窟,cloudy;16=light_rain;18=cloudy,曇り,曇り,曇り,曇り,曇り,曇り,曇り,16:00から小雨・18:00から曇り
35,9/4,晩夏,ドワーフ洞窟,fog;12=clear,霧,霧,霧,晴れ,晴れ,晴れ,晴れ,12:00から晴れ
36,9/5,晩夏,ドワーフ洞窟,fog;10=cloudy,霧,霧,霧,曇り,曇り,曇り,曇り,10:00から曇り
37,9/6,晩夏,ドワーフ洞窟,cloudy;16=rain;23=cloudy,曇り,曇り,曇り,曇り,曇り,雨,雨,16:00から雨・23:00から曇り
38,9/7,晩夏,ドワーフ洞窟,cloudy;21=fog,曇り,曇り,曇り,曇り,曇り,曇り,霧,21:00から霧
39,9/8,晩夏,ドワーフ洞窟,rain,雨,雨,雨,雨,雨,雨,雨,終日変化なし
40,9/9,晩夏,ドワーフ洞窟,fog;14=cloudy,霧,霧,霧,霧,曇り,曇り,曇り,14:00から曇り
41,9/10,晩夏,ドワーフ洞窟,cloudy;21=fog,曇り,曇り,曇り,曇り,曇り,曇り,霧,21:00から霧
42,9/11,晩夏,ドワーフ洞窟,cloudy;15=rain;23=cloudy,曇り,曇り,曇り,曇り,雨,雨,雨,15:00から雨・23:00から曇り
43,9/12,晩夏,ドワーフ洞窟,fog;13=cloudy,霧,霧,霧,霧,曇り,曇り,曇り,13:00から曇り
44,9/13,晩夏,ドワーフ洞窟,fog;13=cloudy,霧,霧,霧,霧,曇り,曇り,曇り,13:00から曇り
45,9/14,晩夏,ドワーフ洞窟,fog;09=clear,霧,霧,晴れ,晴れ,晴れ,晴れ,晴れ,09:00から晴れ
46,9/15,秋,ドワーフ洞窟,cloudy;13=clear,曇り,曇り,曇り,曇り,晴れ,晴れ,晴れ,13:00から晴れ
47,9/16,秋,ドワーフ洞窟,cloudy;17=light_rain;18=cloudy,曇り,曇り,曇り,曇り,曇り,曇り,曇り,17:00から小雨・18:00から曇り
48,9/17,秋,ドワーフ洞窟,rain,雨,雨,雨,雨,雨,雨,雨,終日変化なし
49,9/18,秋,ドワーフ洞窟,cloudy;19=rain;23=cloudy,曇り,曇り,曇り,曇り,曇り,曇り,雨,19:00から雨・23:00から曇り
50,9/19,秋,ドワーフ洞窟,fog;14=cloudy,霧,霧,霧,霧,曇り,曇り,曇り,14:00から曇り
51,9/20,秋,ドワーフ洞窟,fog;12=clear,霧,霧,霧,晴れ,晴れ,晴れ,晴れ,12:00から晴れ
52,9/21,秋,ドワーフ洞窟,cloudy;17=rain;23=cloudy,曇り,曇り,曇り,曇り,曇り,雨,雨,17:00から雨・23:00から曇り
53,9/22,秋,ドワーフ洞窟,fog;10=cloudy,霧,霧,霧,曇り,曇り,曇り,曇り,10:00から曇り
54,9/23,秋,ドワーフ洞窟,fog;13=cloudy,霧,霧,霧,霧,曇り,曇り,曇り,13:00から曇り
55,9/24,秋,ドワーフ洞窟,fog;10=cloudy,霧,霧,霧,曇り,曇り,曇り,曇り,10:00から曇り
56,9/25,秋,ドワーフ洞窟,cloudy;12=clear,曇り,曇り,曇り,晴れ,晴れ,晴れ,晴れ,12:00から晴れ
57,9/26,秋,ドワーフ洞窟,cloudy;16=light_rain;22=cloudy,曇り,曇り,曇り,曇り,曇り,小雨,小雨,16:00から小雨・22:00から曇り
58,9/27,秋,ドワーフ洞窟,cloudy;15=rain;22=cloudy,曇り,曇り,曇り,曇り,雨,雨,雨,15:00から雨・22:00から曇り
59,9/28,秋,ドワーフ洞窟,cloudy;11=clear,曇り,曇り,曇り,晴れ,晴れ,晴れ,晴れ,11:00から晴れ
60,9/29,秋,ドワーフ洞窟,fog;10=cloudy,霧,霧,霧,曇り,曇り,曇り,曇り,10:00から曇り
61,9/30,秋,ドワーフ洞窟,cloudy;14=light_rain;18=cloudy,曇り,曇り,曇り,曇り,小雨,曇り,曇り,14:00から小雨・18:00から曇り
62,10/1,秋,ドワーフ洞窟,fog;13=cloudy,霧,霧,霧,霧,曇り,曇り,曇り,13:00から曇り
63,10/2,秋,ドワーフ洞窟,rain,雨,雨,雨,雨,雨,雨,雨,終日変化なし
64,10/3,秋,ドワーフ洞窟,cloudy,曇り,曇り,曇り,曇り,曇り,曇り,曇り,終日変化なし
65,10/4,秋,ドワーフ洞窟,fog;12=cloudy,霧,霧,霧,曇り,曇り,曇り,曇り,12:00から曇り
66,10/5,秋,ドワーフ洞窟,rain,雨,雨,雨,雨,雨,雨,雨,終日変化なし
67,10/6,秋,ドワーフ洞窟,rain,雨,雨,雨,雨,雨,雨,雨,終日変化なし
68,10/7,秋,ドワーフ洞窟,cloudy;11=clear,曇り,曇り,曇り,晴れ,晴れ,晴れ,晴れ,11:00から晴れ
69,10/8,秋,ドワーフ洞窟,fog;11=clear,霧,霧,霧,晴れ,晴れ,晴れ,晴れ,11:00から晴れ
70,10/9,秋,ドワーフ洞窟,cloudy;18=light_rain;21=cloudy,曇り,曇り,曇り,曇り,曇り,小雨,曇り,18:00から小雨・21:00から曇り
71,10/10,晩秋,ドワーフ洞窟,rain;17=snow,雨,雨,雨,雨,雨,雪,雪,17:00から雪
72,10/11,晩秋,ドワーフ洞窟,rain;16=snow,雨,雨,雨,雨,雨,雪,雪,16:00から雪
73,10/12,晩秋,ドワーフ洞窟,fog;14=cloudy,霧,霧,霧,霧,曇り,曇り,曇り,14:00から曇り
74,10/13,晩秋,ドワーフ洞窟,cloudy;18=light_rain;19=cloudy,曇り,曇り,曇り,曇り,曇り,小雨,曇り,18:00から小雨・19:00から曇り
75,10/14,晩秋,ドワーフ洞窟,cloudy;21=fog,曇り,曇り,曇り,曇り,曇り,曇り,霧,21:00から霧
76,10/15,晩秋,ドワーフ洞窟,cloudy,曇り,曇り,曇り,曇り,曇り,曇り,曇り,終日変化なし
77,10/16,晩秋,ドワーフ洞窟,rain,雨,雨,雨,雨,雨,雨,雨,終日変化なし
78,10/17,晩秋,ドワーフ洞窟,fog;13=cloudy,霧,霧,霧,霧,曇り,曇り,曇り,13:00から曇り
79,10/18,晩秋,ドワーフ洞窟,fog;11=cloudy,霧,霧,霧,曇り,曇り,曇り,曇り,11:00から曇り
80,10/19,晩秋,ドワーフ洞窟,fog;11=clear,霧,霧,霧,晴れ,晴れ,晴れ,晴れ,11:00から晴れ
81,10/20,晩秋,ドワーフ洞窟,fog;10=clear,霧,霧,霧,晴れ,晴れ,晴れ,晴れ,10:00から晴れ
82,10/21,晩秋,ドワーフ洞窟,rain;20=snow,雨,雨,雨,雨,雨,雨,雪,20:00から雪
83,10/22,晩秋,ドワーフ洞窟,fog;14=cloudy,霧,霧,霧,霧,曇り,曇り,曇り,14:00から曇り
84,10/23,晩秋,ドワーフ洞窟,cloudy,曇り,曇り,曇り,曇り,曇り,曇り,曇り,終日変化なし
85,10/24,晩秋,ドワーフ洞窟,cloudy,曇り,曇り,曇り,曇り,曇り,曇り,曇り,終日変化なし
86,10/25,晩秋,ドワーフ洞窟,fog;14=cloudy,霧,霧,霧,霧,曇り,曇り,曇り,14:00から曇り
87,10/26,晩秋,ドワーフ洞窟,cloudy;20=fog,曇り,曇り,曇り,曇り,曇り,曇り,霧,20:00から霧
88,10/27,晩秋,ドワーフ洞窟,fog;11=cloudy,霧,霧,霧,曇り,曇り,曇り,曇り,11:00から曇り
89,10/28,晩秋,ドワーフ洞窟,fog;12=cloudy;20=snow,霧,霧,霧,曇り,曇り,曇り,雪,12:00から曇り・20:00から雪
90,10/29,晩秋,ドワーフ洞窟,fog;12=cloudy;21=snow,霧,霧,霧,曇り,曇り,曇り,雪,12:00から曇り・21:00から雪
91,10/30,晩秋,ドワーフ洞窟,fog;14=cloudy;21=snow,霧,霧,霧,霧,曇り,曇り,雪,14:00から曇り・21:00から雪
92,10/31,晩秋,ドワーフ洞窟,rain,雨,雨,雨,雨,雨,雨,雨,終日変化なし
93,11/1,晩秋,ドワーフ洞窟,fog;14=cloudy;17=snow,霧,霧,霧,霧,曇り,雪,雪,14:00から曇り・17:00から雪
94,11/2,晩秋,ドワーフ洞窟,fog;09=clear,霧,霧,晴れ,晴れ,晴れ,晴れ,晴れ,09:00から晴れ
95,11/3,晩秋,ドワーフ洞窟,fog;10=cloudy,霧,霧,霧,曇り,曇り,曇り,曇り,10:00から曇り
96,11/4,晩秋,ドワーフ洞窟,fog;11=clear,霧,霧,霧,晴れ,晴れ,晴れ,晴れ,11:00から晴れ
97,11/5,晩秋,ドワーフ洞窟,cloudy,曇り,曇り,曇り,曇り,曇り,曇り,曇り,終日変化なし
98,11/6,晩秋,ドワーフ洞窟,rain,雨,雨,雨,雨,雨,雨,雨,終日変化なし
99,11/7,晩秋,ドワーフ洞窟,cloudy,曇り,曇り,曇り,曇り,曇り,曇り,曇り,終日変化なし
100,11/8,晩秋,ドワーフ洞窟,cloudy,曇り,曇り,曇り,曇り,曇り,曇り,曇り,終日変化なし
1,8/1,盛夏,北陵要塞,clear;16=cloudy;19=clear,晴れ,晴れ,晴れ,晴れ,晴れ,曇り,晴れ,16:00から曇り・19:00から晴れ
2,8/2,盛夏,北陵要塞,cloudy,曇り,曇り,曇り,曇り,曇り,曇り,曇り,終日変化なし
3,8/3,盛夏,北陵要塞,clear;16=cloudy;21=clear,晴れ,晴れ,晴れ,晴れ,晴れ,曇り,晴れ,16:00から曇り・21:00から晴れ
4,8/4,盛夏,北陵要塞,clear,晴れ,晴れ,晴れ,晴れ,晴れ,晴れ,晴れ,終日変化なし
5,8/5,盛夏,北陵要塞,clear;15=cloudy;20=clear,晴れ,晴れ,晴れ,晴れ,曇り,曇り,晴れ,15:00から曇り・20:00から晴れ
6,8/6,盛夏,北陵要塞,clear,晴れ,晴れ,晴れ,晴れ,晴れ,晴れ,晴れ,終日変化なし
7,8/7,盛夏,北陵要塞,cloudy;16=light_rain;19=cloudy,曇り,曇り,曇り,曇り,曇り,小雨,曇り,16:00から小雨・19:00から曇り
8,8/8,盛夏,北陵要塞,clear;18=cloudy;23=clear,晴れ,晴れ,晴れ,晴れ,晴れ,曇り,曇り,18:00から曇り・23:00から晴れ
9,8/9,盛夏,北陵要塞,cloudy;15=clear,曇り,曇り,曇り,曇り,晴れ,晴れ,晴れ,15:00から晴れ
10,8/10,盛夏,北陵要塞,cloudy;16=rain;23=cloudy,曇り,曇り,曇り,曇り,曇り,雨,雨,16:00から雨・23:00から曇り
11,8/11,盛夏,北陵要塞,cloudy,曇り,曇り,曇り,曇り,曇り,曇り,曇り,終日変化なし
12,8/12,盛夏,北陵要塞,cloudy,曇り,曇り,曇り,曇り,曇り,曇り,曇り,終日変化なし
13,8/13,盛夏,北陵要塞,clear,晴れ,晴れ,晴れ,晴れ,晴れ,晴れ,晴れ,終日変化なし
14,8/14,盛夏,北陵要塞,clear;19=cloudy;20=clear,晴れ,晴れ,晴れ,晴れ,晴れ,晴れ,晴れ,19:00から曇り・20:00から晴れ
15,8/15,盛夏,北陵要塞,cloudy,曇り,曇り,曇り,曇り,曇り,曇り,曇り,終日変化なし
16,8/16,盛夏,北陵要塞,clear;17=strong_wind;23=clear,晴れ,晴れ,晴れ,晴れ,晴れ,強風,強風,17:00から強風・23:00から晴れ
17,8/17,盛夏,北陵要塞,rain,雨,雨,雨,雨,雨,雨,雨,終日変化なし
18,8/18,盛夏,北陵要塞,cloudy,曇り,曇り,曇り,曇り,曇り,曇り,曇り,終日変化なし
19,8/19,盛夏,北陵要塞,cloudy;13=clear,曇り,曇り,曇り,曇り,晴れ,晴れ,晴れ,13:00から晴れ
20,8/20,盛夏,北陵要塞,cloudy,曇り,曇り,曇り,曇り,曇り,曇り,曇り,終日変化なし
21,8/21,盛夏,北陵要塞,clear;15=strong_wind;23=clear,晴れ,晴れ,晴れ,晴れ,強風,強風,強風,15:00から強風・23:00から晴れ
22,8/22,盛夏,北陵要塞,cloudy;12=clear,曇り,曇り,曇り,晴れ,晴れ,晴れ,晴れ,12:00から晴れ
23,8/23,晩夏,北陵要塞,cloudy;14=clear,曇り,曇り,曇り,曇り,晴れ,晴れ,晴れ,14:00から晴れ
24,8/24,晩夏,北陵要塞,clear;15=cloudy;20=clear,晴れ,晴れ,晴れ,晴れ,曇り,曇り,晴れ,15:00から曇り・20:00から晴れ
25,8/25,晩夏,北陵要塞,rain,雨,雨,雨,雨,雨,雨,雨,終日変化なし
26,8/26,晩夏,北陵要塞,rain,雨,雨,雨,雨,雨,雨,雨,終日変化なし
27,8/27,晩夏,北陵要塞,cloudy;19=light_rain;23=cloudy,曇り,曇り,曇り,曇り,曇り,曇り,小雨,19:00から小雨・23:00から曇り
28,8/28,晩夏,北陵要塞,rain,雨,雨,雨,雨,雨,雨,雨,終日変化なし
29,8/29,晩夏,北陵要塞,clear;13=strong_wind;22=clear,晴れ,晴れ,晴れ,晴れ,強風,強風,強風,13:00から強風・22:00から晴れ
30,8/30,晩夏,北陵要塞,cloudy;19=rain;23=cloudy,曇り,曇り,曇り,曇り,曇り,曇り,雨,19:00から雨・23:00から曇り
31,8/31,晩夏,北陵要塞,cloudy;16=clear,曇り,曇り,曇り,曇り,曇り,晴れ,晴れ,16:00から晴れ
32,9/1,晩夏,北陵要塞,cloudy,曇り,曇り,曇り,曇り,曇り,曇り,曇り,終日変化なし
33,9/2,晩夏,北陵要塞,cloudy;17=light_rain;22=cloudy,曇り,曇り,曇り,曇り,曇り,小雨,小雨,17:00から小雨・22:00から曇り
34,9/3,晩夏,北陵要塞,rain,雨,雨,雨,雨,雨,雨,雨,終日変化なし
35,9/4,晩夏,北陵要塞,cloudy,曇り,曇り,曇り,曇り,曇り,曇り,曇り,終日変化なし
36,9/5,晩夏,北陵要塞,cloudy;19=light_rain;20=cloudy,曇り,曇り,曇り,曇り,曇り,曇り,曇り,19:00から小雨・20:00から曇り
37,9/6,晩夏,北陵要塞,cloudy,曇り,曇り,曇り,曇り,曇り,曇り,曇り,終日変化なし
38,9/7,晩夏,北陵要塞,cloudy,曇り,曇り,曇り,曇り,曇り,曇り,曇り,終日変化なし
39,9/8,晩夏,北陵要塞,rain,雨,雨,雨,雨,雨,雨,雨,終日変化なし
40,9/9,晩夏,北陵要塞,clear;13=strong_wind;21=clear,晴れ,晴れ,晴れ,晴れ,強風,強風,晴れ,13:00から強風・21:00から晴れ
41,9/10,晩夏,北陵要塞,clear;17=strong_wind;23=clear,晴れ,晴れ,晴れ,晴れ,晴れ,強風,強風,17:00から強風・23:00から晴れ
42,9/11,晩夏,北陵要塞,clear;13=strong_wind;23=clear,晴れ,晴れ,晴れ,晴れ,強風,強風,強風,13:00から強風・23:00から晴れ
43,9/12,晩夏,北陵要塞,cloudy,曇り,曇り,曇り,曇り,曇り,曇り,曇り,終日変化なし
44,9/13,晩夏,北陵要塞,clear;15=cloudy;22=clear,晴れ,晴れ,晴れ,晴れ,曇り,曇り,曇り,15:00から曇り・22:00から晴れ
45,9/14,晩夏,北陵要塞,clear;16=strong_wind;23=clear,晴れ,晴れ,晴れ,晴れ,晴れ,強風,強風,16:00から強風・23:00から晴れ
46,9/15,秋,北陵要塞,clear;15=strong_wind;21=clear,晴れ,晴れ,晴れ,晴れ,強風,強風,晴れ,15:00から強風・21:00から晴れ
47,9/16,秋,北陵要塞,cloudy;19=snow,曇り,曇り,曇り,曇り,曇り,曇り,雪,19:00から雪
48,9/17,秋,北陵要塞,rain;21=snow,雨,雨,雨,雨,雨,雨,雪,21:00から雪
49,9/18,秋,北陵要塞,cloudy;18=light_rain;19=cloudy,曇り,曇り,曇り,曇り,曇り,小雨,曇り,18:00から小雨・19:00から曇り
50,9/19,秋,北陵要塞,cloudy,曇り,曇り,曇り,曇り,曇り,曇り,曇り,終日変化なし
51,9/20,秋,北陵要塞,cloudy;16=snow,曇り,曇り,曇り,曇り,曇り,雪,雪,16:00から雪
52,9/21,秋,北陵要塞,cloudy;19=rain;23=cloudy,曇り,曇り,曇り,曇り,曇り,曇り,雨,19:00から雨・23:00から曇り
53,9/22,秋,北陵要塞,cloudy;17=light_rain;22=cloudy,曇り,曇り,曇り,曇り,曇り,小雨,小雨,17:00から小雨・22:00から曇り
54,9/23,秋,北陵要塞,clear;14=strong_wind;23=clear,晴れ,晴れ,晴れ,晴れ,強風,強風,強風,14:00から強風・23:00から晴れ
55,9/24,秋,北陵要塞,cloudy,曇り,曇り,曇り,曇り,曇り,曇り,曇り,終日変化なし
56,9/25,秋,北陵要塞,cloudy;16=snow,曇り,曇り,曇り,曇り,曇り,雪,雪,16:00から雪
57,9/26,秋,北陵要塞,cloudy;16=snow,曇り,曇り,曇り,曇り,曇り,雪,雪,16:00から雪
58,9/27,秋,北陵要塞,cloudy,曇り,曇り,曇り,曇り,曇り,曇り,曇り,終日変化なし
59,9/28,秋,北陵要塞,cloudy;19=snow,曇り,曇り,曇り,曇り,曇り,曇り,雪,19:00から雪
60,9/29,秋,北陵要塞,clear;15=strong_wind;22=clear,晴れ,晴れ,晴れ,晴れ,強風,強風,強風,15:00から強風・22:00から晴れ
61,9/30,秋,北陵要塞,cloudy;19=light_rain;20=cloudy,曇り,曇り,曇り,曇り,曇り,曇り,曇り,19:00から小雨・20:00から曇り
62,10/1,秋,北陵要塞,cloudy,曇り,曇り,曇り,曇り,曇り,曇り,曇り,終日変化なし
63,10/2,秋,北陵要塞,cloudy;17=light_rain;23=cloudy,曇り,曇り,曇り,曇り,曇り,小雨,小雨,17:00から小雨・23:00から曇り
64,10/3,秋,北陵要塞,clear,晴れ,晴れ,晴れ,晴れ,晴れ,晴れ,晴れ,終日変化なし
65,10/4,秋,北陵要塞,cloudy,曇り,曇り,曇り,曇り,曇り,曇り,曇り,終日変化なし
66,10/5,秋,北陵要塞,clear;15=strong_wind;22=clear,晴れ,晴れ,晴れ,晴れ,強風,強風,強風,15:00から強風・22:00から晴れ
67,10/6,秋,北陵要塞,cloudy,曇り,曇り,曇り,曇り,曇り,曇り,曇り,終日変化なし
68,10/7,秋,北陵要塞,clear;16=strong_wind;23=clear,晴れ,晴れ,晴れ,晴れ,晴れ,強風,強風,16:00から強風・23:00から晴れ
69,10/8,秋,北陵要塞,clear;14=strong_wind;23=clear,晴れ,晴れ,晴れ,晴れ,強風,強風,強風,14:00から強風・23:00から晴れ
70,10/9,秋,北陵要塞,cloudy,曇り,曇り,曇り,曇り,曇り,曇り,曇り,終日変化なし
71,10/10,晩秋,北陵要塞,clear;16=strong_wind;23=clear,晴れ,晴れ,晴れ,晴れ,晴れ,強風,強風,16:00から強風・23:00から晴れ
72,10/11,晩秋,北陵要塞,snow,雪,雪,雪,雪,雪,雪,雪,終日変化なし
73,10/12,晩秋,北陵要塞,cloudy;16=snow,曇り,曇り,曇り,曇り,曇り,雪,雪,16:00から雪
74,10/13,晩秋,北陵要塞,cloudy;16=snow,曇り,曇り,曇り,曇り,曇り,雪,雪,16:00から雪
75,10/14,晩秋,北陵要塞,cloudy,曇り,曇り,曇り,曇り,曇り,曇り,曇り,終日変化なし
76,10/15,晩秋,北陵要塞,cloudy;19=snow,曇り,曇り,曇り,曇り,曇り,曇り,雪,19:00から雪
77,10/16,晩秋,北陵要塞,cloudy;18=snow,曇り,曇り,曇り,曇り,曇り,雪,雪,18:00から雪
78,10/17,晩秋,北陵要塞,rain;20=snow,雨,雨,雨,雨,雨,雨,雪,20:00から雪
79,10/18,晩秋,北陵要塞,clear;15=strong_wind;23=clear,晴れ,晴れ,晴れ,晴れ,強風,強風,強風,15:00から強風・23:00から晴れ
80,10/19,晩秋,北陵要塞,clear;13=strong_wind;22=clear,晴れ,晴れ,晴れ,晴れ,強風,強風,強風,13:00から強風・22:00から晴れ
81,10/20,晩秋,北陵要塞,snow;15=cloudy,雪,雪,雪,雪,曇り,曇り,曇り,15:00から曇り
82,10/21,晩秋,北陵要塞,rain;19=snow,雨,雨,雨,雨,雨,雨,雪,19:00から雪
83,10/22,晩秋,北陵要塞,rain;20=snow,雨,雨,雨,雨,雨,雨,雪,20:00から雪
84,10/23,晩秋,北陵要塞,snow,雪,雪,雪,雪,雪,雪,雪,終日変化なし
85,10/24,晩秋,北陵要塞,snow;18=cloudy,雪,雪,雪,雪,雪,曇り,曇り,18:00から曇り
86,10/25,晩秋,北陵要塞,clear;16=strong_wind;23=clear,晴れ,晴れ,晴れ,晴れ,晴れ,強風,強風,16:00から強風・23:00から晴れ
87,10/26,晩秋,北陵要塞,snow,雪,雪,雪,雪,雪,雪,雪,終日変化なし
88,10/27,晩秋,北陵要塞,fog;15=cloudy;18=snow,霧,霧,霧,霧,曇り,雪,雪,15:00から曇り・18:00から雪
89,10/28,晩秋,北陵要塞,clear;13=strong_wind;23=clear,晴れ,晴れ,晴れ,晴れ,強風,強風,強風,13:00から強風・23:00から晴れ
90,10/29,晩秋,北陵要塞,cloudy;19=snow,曇り,曇り,曇り,曇り,曇り,曇り,雪,19:00から雪
91,10/30,晩秋,北陵要塞,cloudy,曇り,曇り,曇り,曇り,曇り,曇り,曇り,終日変化なし
92,10/31,晩秋,北陵要塞,snow,雪,雪,雪,雪,雪,雪,雪,終日変化なし
93,11/1,晩秋,北陵要塞,snow;18=cloudy,雪,雪,雪,雪,雪,曇り,曇り,18:00から曇り
94,11/2,晩秋,北陵要塞,snow,雪,雪,雪,雪,雪,雪,雪,終日変化なし
95,11/3,晩秋,北陵要塞,cloudy;18=snow,曇り,曇り,曇り,曇り,曇り,雪,雪,18:00から雪
96,11/4,晩秋,北陵要塞,clear,晴れ,晴れ,晴れ,晴れ,晴れ,晴れ,晴れ,終日変化なし
97,11/5,晩秋,北陵要塞,snow;18=cloudy,雪,雪,雪,雪,雪,曇り,曇り,18:00から曇り
98,11/6,晩秋,北陵要塞,snow,雪,雪,雪,雪,雪,雪,雪,終日変化なし
99,11/7,晩秋,北陵要塞,clear,晴れ,晴れ,晴れ,晴れ,晴れ,晴れ,晴れ,終日変化なし
100,11/8,晩秋,北陵要塞,fog;13=cloudy;21=snow,霧,霧,霧,霧,曇り,曇り,雪,13:00から曇り・21:00から雪
1,8/1,盛夏,辺境の村,clear;06=dry_wind;18=clear,晴れ,乾いた風,乾いた風,乾いた風,乾いた風,晴れ,晴れ,06:00から乾いた風・18:00から晴れ
2,8/2,盛夏,辺境の村,cloudy,曇り,曇り,曇り,曇り,曇り,曇り,曇り,終日変化なし
3,8/3,盛夏,辺境の村,clear;09=cloudy;15=clear,晴れ,晴れ,曇り,曇り,晴れ,晴れ,晴れ,09:00から曇り・15:00から晴れ
4,8/4,盛夏,辺境の村,clear;08=dry_wind;18=clear,晴れ,晴れ,乾いた風,乾いた風,乾いた風,晴れ,晴れ,08:00から乾いた風・18:00から晴れ
5,8/5,盛夏,辺境の村,clear;06=dry_wind;17=clear,晴れ,乾いた風,乾いた風,乾いた風,乾いた風,晴れ,晴れ,06:00から乾いた風・17:00から晴れ
6,8/6,盛夏,辺境の村,clear;09=dry_wind;16=clear,晴れ,晴れ,乾いた風,乾いた風,乾いた風,晴れ,晴れ,09:00から乾いた風・16:00から晴れ
7,8/7,盛夏,辺境の村,clear;06=dry_wind;17=clear,晴れ,乾いた風,乾いた風,乾いた風,乾いた風,晴れ,晴れ,06:00から乾いた風・17:00から晴れ
8,8/8,盛夏,辺境の村,clear,晴れ,晴れ,晴れ,晴れ,晴れ,晴れ,晴れ,終日変化なし
9,8/9,盛夏,辺境の村,clear;09=cloudy;15=clear,晴れ,晴れ,曇り,曇り,晴れ,晴れ,晴れ,09:00から曇り・15:00から晴れ
10,8/10,盛夏,辺境の村,cloudy;12=light_rain;14=cloudy,曇り,曇り,曇り,小雨,曇り,曇り,曇り,12:00から小雨・14:00から曇り
11,8/11,盛夏,辺境の村,cloudy;11=light_rain;14=cloudy,曇り,曇り,曇り,小雨,曇り,曇り,曇り,11:00から小雨・14:00から曇り
12,8/12,盛夏,辺境の村,clear;08=dry_wind;15=clear,晴れ,晴れ,乾いた風,乾いた風,晴れ,晴れ,晴れ,08:00から乾いた風・15:00から晴れ
13,8/13,盛夏,辺境の村,cloudy,曇り,曇り,曇り,曇り,曇り,曇り,曇り,終日変化なし
14,8/14,盛夏,辺境の村,dry_wind;13=cloudy,乾いた風,乾いた風,乾いた風,乾いた風,曇り,曇り,曇り,13:00から曇り
15,8/15,盛夏,辺境の村,cloudy;11=light_rain;13=cloudy,曇り,曇り,曇り,小雨,曇り,曇り,曇り,11:00から小雨・13:00から曇り
16,8/16,盛夏,辺境の村,clear;08=dry_wind;18=clear,晴れ,晴れ,乾いた風,乾いた風,乾いた風,晴れ,晴れ,08:00から乾いた風・18:00から晴れ
17,8/17,盛夏,辺境の村,cloudy,曇り,曇り,曇り,曇り,曇り,曇り,曇り,終日変化なし
18,8/18,盛夏,辺境の村,cloudy;13=light_rain;14=cloudy,曇り,曇り,曇り,曇り,曇り,曇り,曇り,13:00から小雨・14:00から曇り
19,8/19,盛夏,辺境の村,clear,晴れ,晴れ,晴れ,晴れ,晴れ,晴れ,晴れ,終日変化なし
20,8/20,盛夏,辺境の村,clear;09=dry_wind;14=clear,晴れ,晴れ,乾いた風,乾いた風,晴れ,晴れ,晴れ,09:00から乾いた風・14:00から晴れ
21,8/21,盛夏,辺境の村,clear;08=dry_wind;16=clear,晴れ,晴れ,乾いた風,乾いた風,乾いた風,晴れ,晴れ,08:00から乾いた風・16:00から晴れ
22,8/22,盛夏,辺境の村,clear,晴れ,晴れ,晴れ,晴れ,晴れ,晴れ,晴れ,終日変化なし
23,8/23,晩夏,辺境の村,clear;10=dry_wind;16=clear,晴れ,晴れ,晴れ,乾いた風,乾いた風,晴れ,晴れ,10:00から乾いた風・16:00から晴れ
24,8/24,晩夏,辺境の村,cloudy;08=clear,曇り,曇り,晴れ,晴れ,晴れ,晴れ,晴れ,08:00から晴れ
25,8/25,晩夏,辺境の村,clear;13=cloudy;15=clear,晴れ,晴れ,晴れ,晴れ,晴れ,晴れ,晴れ,13:00から曇り・15:00から晴れ
26,8/26,晩夏,辺境の村,cloudy;13=rain;20=cloudy,曇り,曇り,曇り,曇り,雨,雨,曇り,13:00から雨・20:00から曇り
27,8/27,晩夏,辺境の村,clear,晴れ,晴れ,晴れ,晴れ,晴れ,晴れ,晴れ,終日変化なし
28,8/28,晩夏,辺境の村,clear;09=cloudy;15=clear,晴れ,晴れ,曇り,曇り,晴れ,晴れ,晴れ,09:00から曇り・15:00から晴れ
